1; 4 tbsps gochujang; gochujang; Loose match
19; 2 cloves of garlic; garlic; Strict match
19; 2-3 red chillies; red chillies; Loose match
19; 1 large piece of ginger; piece; Strict match
19; 1 large piece of ginger; ginger; Strict match
19; 300 g mixed mushrooms ; mixed mushrooms; Strict match
19; 100 ml tahini; tahini; Strict match
19; 30 ml sesame oil; sesame oil; Strict match
19; 60 g white miso; white miso; Strict match
19; 2 limes; limes; Loose match
19; 100 ml oat milk; oat milk; Strict match
19; 300 g soba noodles; soba noodles; Strict match
19; 90 g baby pak choi ; baby pak choi;
19; 1 spring onion; spring onion; Strict match
19; 1 tbsp sesame seeds; sesame seeds; Strict match
19; wooden or metal skewers; ; Loose match
20; 7 cloves of garlic; garlic; Strict match
20; large bunch of coriander; coriander; Strict match
20; 3 tbsp plain flour; flour; Strict match
20; 1 l oat milk; oat milk; Strict match
20; 500 g macaroni; macaroni; Strict match
20; 250 g violife epic mature cheddar; violife epic mature cheddar; Loose match
20; 3 tbsp harissa paste; harissa paste; Strict match
20; 1 lemon; lemon; Strict match
20; 150 g breadcrumbs; breadcrumbs; Strict match
20; 50 g violife prosociano wedge; violife prosociano wedge;
20; salt; salt; Strict match
20; pepper; pepper; Strict match
20; vegetable oil; vegetable oil; Strict match
21; 25 g dried mushrooms; mushrooms; Strict match
21; 1 onion; onion; Strict match
21; 1 carrot; carrot; Strict match
21; 400 g chestnut mushrooms; chestnut mushrooms; Strict match
21; 1 glass  of red wine; glass  ;
21; 1 glass  of red wine; red wine; Strict match
21; 2 tins of brown or green lentils; ; Loose match
21; 500 g small pasta; pasta; Strict match
21; handful of parsley; parsley; Strict match
21; handful of sage; sage; Strict match
21; pinch of chilli flakes; chilli flakes; Strict match
21; salt; salt; Strict match
21; olive oil; olive oil; Strict match
22; 2 red onions; red onions; Strict match
22; 2 cloves of garlic; cloves; Strict match
22; 2 cloves of garlic; garlic; Strict match
22; 2 jarred roasted peppers; jarred roasted peppers; Loose match
22; 1 tsp dried oregano; oregano; Strict match
22; 1 tsp chilli flakes; chilli flakes; Strict match
22; 400 g orzo; orzo; Strict match
22; 400 g tin of chopped tomatoes; tin; Loose match
22; 400 g tin of chopped tomatoes; tomatoes; Strict match
22; 200 g feta; feta;
22; 60 g kalamata olives; kalamata olives; Strict match
22; handful of dill; dill; Strict match
22; handful of parsley; parsley; Strict match
22; 1 lemon; lemon; Strict match
22; salt; salt; Strict match
22; pepper; pepper; Strict match
22; olive oil; olive oil; Strict match
23; 400 g cavolo nero; cavolo nero;
23; 3 cloves of garlic; cloves; Strict match
23; 3 cloves of garlic; garlic; Strict match
23; 400 g macaroni; macaroni; Strict match
23; 50 g parmesan; parmesan; Strict match
23; 200 g cheddar; cheddar; Strict match
23; 140 g walnuts; walnuts; Strict match
23; 50 g butter; butter; Strict match
23; 2 tbsp plain flour; flour; Strict match
23; 500 ml whole milk; milk; Strict match
23; 0.5 tsp ground nutmeg; nutmeg; Strict match
23; salt; salt; Strict match
23; pepper; pepper; Strict match
23; olive oil; olive oil; Strict match
24; a small handful of mint; mint; Strict match
24; 1 onion; onion; Strict match
24; 500 g lamb mince; lamb mince; Strict match
24; 1 tbsp harissa; harissa; Strict match
24; 4 flatbreads; flatbreads; Loose match
25; 8 skinless chicken thighs; chicken thighs; Strict match
25; 1 red chilli; red chilli; Loose match
25; 1 clove of garlic; garlic; Strict match
25; large knob of ginger; ginger; Strict match
25; 2 tbsp clear honey; clear honey; Strict match
25; 4 tbsp soy sauce; soy sauce; Strict match
25; 400 ml coconut milk; coconut milk; Strict match
25; 3 tbsp peanut butter; peanut butter; Strict match
25; 1 lime; lime; Strict match
25; 2 tsp sugar; sugar; Strict match
25; 1 cucumber; cucumber; Strict match
25; large handful of salted peanuts; peanuts; Strict match
25; bunch of coriander; coriander; Strict match
25; 3 small romaine lettuces; romaine lettuces; Loose match
25; olive oil; olive oil; Strict match
26; 400 g leftover grilled chicken or chicken tikka; leftover grilled chicken; Loose match
26; 400 g leftover grilled chicken or chicken tikka; ; Loose match
26; 250 g white onion; white onion; Strict match
26; 50 g garlic; garlic; Strict match
26; 3 tsp ground coriander; coriander; Strict match
26; 1.5 tsp kashmiri chilli powder; kashmiri chilli powder; Loose match
26; 1 kg fresh tomatoes; tomatoes; Strict match
26; 60 g cashew nuts; cashew nuts; Strict match
26; 2 tbsp fenugreek leaves; fenugreek leaves; Strict match
26; pinch of cardamom; cardamom; Strict match
26; small pinch of cinnamon; cinnamon; Strict match
26; 1 tsp honey; honey; Strict match
26; 2 tbsp double cream; double cream; Strict match
26; 70 g butter; butter; Strict match
26; 30 ml vegetable oil; vegetable oil; Strict match
26; salt; salt; Strict match
27; 1 onion; onion; Strict match
27; 6 cm knob of ginger; knob; Loose match
27; 6 cm knob of ginger; ginger; Strict match
27; 6 cloves of garlic; cloves; Strict match
27; 6 cloves of garlic; garlic; Strict match
27; 2 sticks of lemongrass; lemongrass; Strict match
27; 2 finger chillies; finger chillies;
27; 750 g new potatoes; potatoes; Strict match
27; 1 tsp ground cumin; cumin; Strict match
27; 0.5 tsp ground turmeric; turmeric; Strict match
27; 1 tsp chilli powder; chilli powder; Strict match
27; 400 ml coconut milk; coconut milk; Strict match
27; 400 ml vegetable stock; vegetable stock; Strict match
27; 400 g tinned chickpeas; chickpeas; Strict match
27; handful of coriander; coriander; Strict match
27; salt; salt; Strict match
27; pepper; pepper; Strict match
27; vegetable oil; vegetable oil; Strict match
28; 600 g baby potatoes; baby potatoes; Strict match
28; 1 leek; leek; Strict match
28; 2 cloves of garlic; cloves; Strict match
28; 2 cloves of garlic; garlic; Strict match
28; 250 ml double cream; double cream; Strict match
28; 50 ml white wine; white wine; Strict match
28; 25 g parmesan; parmesan; Strict match
28; bunch of parsley; parsley; Strict match
28; olive oil; olive oil; Strict match
28; 20 g butter; butter; Strict match
29; 400 g king oyster mushrooms; king oyster mushrooms; Loose match
29; 3 tbsp cornflour; cornflour; Strict match
29; 1.5 tbsp chinese five spice; chinese five spice; Loose match
29; 1 cucumber; cucumber; Strict match
29; 6 spring onions; spring onions; Strict match
29; 180 g hoisin sauce; hoisin sauce; Strict match
29; 12 chinese pancakes; chinese pancakes; Loose match
29; salt; salt; Strict match
29; vegetable oil; vegetable oil; Strict match
30; 5 large carrots; carrots; Strict match
30; 300 g giant couscous; giant couscous; Loose match
30; 2 tbsp honey; honey; Strict match
30; 1 tbsp white wine vinegar; white wine vinegar; Strict match
30; handful of dates; dates; Strict match
30; 100 g parsley; parsley; Strict match
30; 1 tsp chilli flakes; chilli flakes; Strict match
30; 1 tsp cumin; cumin; Strict match
30; 1 lemon; lemon; Strict match
30; 1 tsp coriander; coriander; Strict match
30; 500 g greek yogurt; greek yogurt; Strict match
30; salt; salt; Strict match
30; olive oil; olive oil; Strict match
31; 200 g oyster mushrooms; oyster mushrooms; Strict match
31; 3 tbsp cornflour; cornflour; Strict match
31; 1 tsp salt; salt; Strict match
31; 1 tsp five-spice; five; Loose match
31; 1 tsp five-spice; spice; Strict match
31; 3 tbsp hoisin sauce; hoisin sauce; Strict match
31; 1 tbsp tahini; tahini; Strict match
31; 3 tbsp light soy sauce; soy sauce; Strict match
31; 1 tbsp dark soy sauce; dark soy sauce; Strict match
31; 2 tbsp toasted sesame oil; sesame oil; Strict match
31; 500 g noodles; noodles; Strict match
31; 5 cloves of garlic; cloves; Strict match
31; 5 cloves of garlic; garlic; Strict match
31; 1 bunch of spring onions; spring onions; Strict match
31; 1 red chilli; red chilli; Loose match
31; 3 cm knob of ginger; knob; Loose match
31; 3 cm knob of ginger; ginger; Strict match
31; 100 g sugar snap peas; sugar snap peas; Loose match
31; vegetable oil; vegetable oil; Strict match
32; 2 courgettes; courgettes; Loose match
32; 3 tomatoes; tomatoes; Strict match
32; 0.25 red onion; red onion; Strict match
32; 1 green chilli; green chilli; Loose match
32; 1 clove of garlic; garlic; Strict match
32; bunch of coriander; coriander; Strict match
32; 1 lime; lime; Strict match
32; 4 corn cobs; corn cobs; Loose match
32; 100 g plain flour; flour; Strict match
32; 2 tsp ground cumin; cumin; Strict match
32; 1 tsp smoked paprika; paprika; Strict match
32; salt; salt; Strict match
32; olive oil; olive oil; Strict match
33; 5 cloves of garlic; cloves; Strict match
33; 5 cloves of garlic; garlic; Strict match
33; 3 banana shallots; banana shallots; Loose match
33; 0.5 tsp chilli flakes; chilli flakes; Strict match
33; 5 anchovy fillets; anchovy fillets; Strict match
33; 2 x 400 g tins of chopped tomatoes; tins;
33; 2 x 400 g tins of chopped tomatoes; tomatoes; Strict match
33; 2 x 90 g tins of sardines in olive oil; tins;
33; 2 x 90 g tins of sardines in olive oil; sardines; Strict match
33; 2 x 90 g tins of sardines in olive oil; olive oil; Strict match
33; 500 g spaghetti; spaghetti; Strict match
33; 1 lemon; lemon; Strict match
33; 50 g capers; capers; Strict match
33; small handful of dill; dill; Strict match
33; 100 g ricotta; ricotta; Strict match
33; salt; salt; Strict match
33; pepper; pepper; Strict match
33; olive oil; olive oil; Strict match
34; 300 g chestnut mushrooms; chestnut mushrooms; Strict match
34; 5 tbsp whole milk; milk; Strict match
34; 3 tbsp breadcrumbs; breadcrumbs; Strict match
34; 500 g pork mince; pork mince; Strict match
34; 1 egg; egg; Strict match
34; 15 g parsley; parsley; Strict match
34; 1 tsp black pepper; black pepper; Strict match
34; 0.5 tsp nutmeg; nutmeg; Strict match
34; 1 onion; onion; Strict match
34; 1 stick of celery; celery; Strict match
34; 1 carrot; carrot; Strict match
34; 250 g green lentils; green lentils; Loose match
34; 1 tbsp white wine vinegar; white wine vinegar; Strict match
34; 1 l chicken stock; chicken stock; Strict match
34; handful of dill; dill; Strict match
34; 1 tbsp wholegrain mustard; wholegrain mustard; Strict match
34; 100 g creme fraiche; creme fraiche;
34; 4 tbsp blueberry jam; blueberry jam; Strict match
35; 500 g rigatoni; rigatoni; Strict match
35; 250 g chorizo; chorizo; Strict match
35; 4 large garlic cloves; garlic; Strict match
35; 4 large garlic cloves; ; Loose match
35; pinch of chilli flakes; chilli flakes; Strict match
35; 2 tbsp double concentrated tomato puree; double concentrated tomato puree; Loose match
35; 400 g cherry tomatoes; cherry tomatoes; Strict match
35; 500 g mascarpone; mascarpone; Strict match
35; 30 g parmesan, plus more to finish; parmesan; Strict match
35; 30 g parmesan, plus more to finish; ; Loose match
35; handful fresh flat-leaf parsley; leaf parsley; Loose match
35; handful fresh basil leaves; basil leaves; Strict match
35; salt; salt; Strict match
35; black pepper; black pepper; Strict match
35; olive oil; olive oil; Strict match
36; handful of pine nuts; pine nuts; Strict match
36; 400 g spaghetti; spaghetti; Strict match
36; 300 g of jarred artichokes; jarred artichokes; Loose match
36; 4 cloves of garlic; cloves; Strict match
36; 4 cloves of garlic; garlic; Strict match
36; 1 red chilli; red chilli; Loose match
36; 1 sprig of rosemary; rosemary; Strict match
36; handful of mint; mint; Strict match
36; 1 big lemon; lemon; Strict match
36; salt; salt; Strict match
36; pepper; pepper; Strict match
36; olive oil; olive oil; Strict match
37; 2 shallots; shallots; Strict match
37; 3 cloves of garlic; cloves; Strict match
37; 3 cloves of garlic; garlic; Strict match
37; 400 g chopped tomatoes; tomatoes; Strict match
37; 100 g parmesan, plus the rind; parmesan; Strict match
37; 100 g parmesan, plus the rind; ; Loose match
37; handful of basil, plus the stalks; basil; Strict match
37; handful of basil, plus the stalks; ; Loose match
37; 3 tbsp fresh pesto; pesto; Strict match
37; 3 tbsp mayo; mayo; Loose match
37; 4 chicken breasts; chicken breasts; Strict match
37; 140 g plain flour; flour; Strict match
37; 3 eggs; eggs; Strict match
37; 150 g panko breadcrumbs; panko breadcrumbs; Strict match
37; 250 g mozzarella; mozzarella; Strict match
37; 4 brioche buns; brioche buns; Strict match
37; lemon wedges; lemon wedges; Loose match
37; salt; salt; Strict match
37; pepper; pepper; Strict match
37; olive oil; olive oil; Strict match
38; 300 g bucatini; bucatini; Strict match
38; 150 g pancetta; pancetta; Strict match
38; 2 balls of mozzarella; mozzarella; Strict match
38; 4 eggs; eggs; Strict match
38; 50 g parmesan; parmesan; Strict match
38; salt; salt; Strict match
38; pepper; pepper; Strict match
38; olive oil; olive oil; Strict match
39; 1.5 kg maris piper potatoes; maris piper potatoes; Loose match
39; 150 g plain flour; flour; Strict match
39; 5 cloves of garlic; cloves; Strict match
39; 5 cloves of garlic; garlic; Strict match
39; 800 g chopped tomatoes; tomatoes; Strict match
39; 2 tbsp rose harissa paste; rose harissa paste; Loose match
39; 1 tsp miso paste; miso paste; Strict match
39; 1 lemon; lemon; Strict match
39; 150 g silken tofu; silken tofu; Strict match
39; handful of basil; basil; Strict match
39; salt; salt; Strict match
39; pepper; pepper; Strict match
39; olive oil; olive oil; Strict match
40; 8 slices of sourdough; sourdough; Strict match
40; 500 g thick greek yogurt; greek yogurt; Strict match
40; 8 eggs; eggs; Strict match
40; 4 tbsp zaatar; zaatar; Loose match
40; 2 tsp chilli flakes; chilli flakes; Strict match
40; handful of mint; mint; Strict match
40; salt; salt; Strict match
40; olive oil; olive oil; Strict match
41; 100 g ricotta; ricotta; Strict match
41; 1 tsp chilli flakes; chilli flakes; Strict match
41; 3 tbsp oregano; oregano; Strict match
41; 30 g breadcrumbs; breadcrumbs; Strict match
41; 2 eggs; eggs; Strict match
41; 50 g plain flour; flour; Strict match
41; 300 g pitted green olives; green olives; Strict match
41; 1 l vegetable oil; vegetable oil; Strict match
41; salt; salt; Strict match
41; olive oil; olive oil; Strict match
42; a small handful of parsley; parsley; Strict match
42; 3 cloves of garlic; cloves; Strict match
42; 3 cloves of garlic; garlic; Strict match
42; 250 g chestnut mushrooms; chestnut mushrooms; Strict match
42; 0.5 loaf sourdough bread; loaf sourdough bread; Loose match
42; 10 rashers of bacon; bacon; Strict match
42; 6 sausages; sausages; Strict match
42; 250 g cherry tomatoes on the vine; cherry tomatoes; Strict match
42; 250 g cherry tomatoes on the vine; ; Loose match
42; 4 eggs; eggs; Strict match
42; salt; salt; Strict match
42; olive oil; olive oil; Strict match
43; 1 bunch of spring onions; spring onions; Strict match
43; 1 red chilli; red chilli; Loose match
43; 25 g knob of ginger; knob; Loose match
43; 25 g knob of ginger; ginger; Strict match
43; 4 garlic cloves; garlic; Strict match
43; 4 garlic cloves; ; Loose match
43; 1 kg boneless pork belly; pork belly; Strict match
43; 40 g brown sugar; brown sugar; Strict match
43; 1 star anise; anise; Strict match
43; 50 ml light soy sauce; soy sauce; Strict match
43; 70 ml shaoxing wine; shaoxing wine; Strict match
43; 2 tbsp guinness paste; guinness paste;
43; 0.5 white cabbage; white cabbage; Strict match
43; 0.5 cucumber; cucumber; Strict match
43; bunch of coriander; coriander; Strict match
43; 8 bao buns; bao buns; Loose match
44; 1 tbsp crispy chilli oil, plus 1 tsp; crispy chilli oil; Loose match
44; 1 tbsp crispy chilli oil, plus 1 tsp; ; Loose match
44; 1 tbsp tahini; tahini; Strict match
44; 1 pak choi; pak choi;
44; 1 packet of instant noodles; instant noodles; Loose match
44; 1 tsp toasted sesame seeds; sesame seeds; Strict match
45; 500 g heritage carrots ; heritage carrots; Loose match
45; 0.5 tsp cinnamon; cinnamon; Strict match
45; 1 lemon; lemon; Strict match
45; 300 g thick greek yogurt; greek yogurt; Strict match
45; 150 g feta; feta;
45; 400 g tin of chickpeas; tin; Loose match
45; 400 g tin of chickpeas; chickpeas; Strict match
45; 2 tbsp honey; honey; Strict match
45; 2 tbsp rose harissa paste; rose harissa paste; Loose match
45; salt; salt; Strict match
45; pepper; pepper; Strict match
45; olive oil; olive oil; Strict match
46; 0.5 loaf of sourdough; loaf; Strict match
46; 0.5 loaf of sourdough; sourdough; Strict match
46; 1 red onion; red onion; Strict match
46; 1 bulb fennel; fennel; Strict match
46; 1 tin butterbeans; butterbeans; Loose match
46; 3 large oranges; oranges; Strict match
46; handful of basil; basil; Strict match
46; handful of parsley; parsley; Strict match
46; 1 tsp chilli flakes; chilli flakes; Strict match
46; 1 lemon; lemon; Strict match
46; olive oil; olive oil; Strict match
46; salt; salt; Strict match
47; 300 g tilda basmati rice; tilda basmati rice; Loose match
47; 250 g paneer; paneer; Loose match
47; 2 onions; onions; Strict match
47; 6 cloves of garlic; cloves; Strict match
47; 6 cloves of garlic; garlic; Strict match
47; 5 cm knob of ginger; knob; Loose match
47; 5 cm knob of ginger; ginger; Strict match
47; 2 green chillies; green chillies; Loose match
47; 1 tsp cumin seeds; cumin seeds; Loose match
47; 2 tsp black mustard seeds; black mustard seeds; Strict match
47; 1 tsp fenugreek seeds; fenugreek seeds; Strict match
