,ID,Ingredients,match,order,note
219,18,water,water,1,Perfect
220,18,yeast,yeast,1,Perfect
221,18,sugar,sugar,1,Perfect
222,18,bread flour,bread flour,2,Perfect
223,18,fine sea salt,fine sea salt,3,Perfect
224,18,semolina,semolina,1,Perfect
225,18,olive oil,olive oil,2,Perfect
226,19,soy sauce,soy sauce,2,Perfect
227,19,maple syrup,maple syrup,2,Perfect
228,19,garlic,garlic,1,Perfect
229,19,chillies,chillies,1,Perfect
230,19,ginger,ginger,1,Perfect
231,19,mushrooms,mushrooms,1,Perfect
232,19,tahini,tahini,1,Perfect
233,19,sesame oil,sesame oil,2,Perfect
234,19,miso,miso,1,Perfect
235,19,lime,lime,1,Perfect
236,19,oat milk,oat milk,2,Perfect
237,19,soba noodles,soba noodles,2,Perfect
238,19,pak choi,zucchini,0,Not perfect
239,19,spinach,spinach,1,Perfect
240,19,spring onion,spring onion,2,Perfect
241,19,sesame seeds,sesame seeds,2,Perfect
242,20,garlic,garlic,1,Perfect
243,20,coriander,coriander,1,Perfect
244,20,flour,flour,1,Perfect
245,20,oat milk,oat milk,2,Perfect
246,20,macaroni,macaroni,1,Perfect
247,20,cheddar,cheddar,1,Perfect
248,20,harissa paste,harissa paste,2,Perfect
249,20,lemon,lemon,1,Perfect
250,20,breadcrumbs,breadcrumbs,1,Perfect
251,20,prosociano wedge,wine,0,Not perfect
252,20,salt,salt,1,Perfect
253,20,pepper,pepper,1,Perfect
254,20,vegetable oil,vegetable oil,2,Perfect
255,21,mushrooms,mushrooms,1,Perfect
256,21,onion,onion,1,Perfect
257,21,carrot,carrot,1,Perfect
258,21,chestnut mushrooms,chestnut mushrooms,2,Perfect
259,21,wine,wine,1,Perfect
260,21,lentils,lentils,1,Perfect
261,21,pasta,pasta,1,Perfect
262,21,parsley,parsley,1,Perfect
263,21,sage,sage,1,Perfect
264,21,chilli,chilli,1,Perfect
265,21,salt,salt,1,Perfect
266,21,olive oil,olive oil,2,Perfect
267,22,onion,onion,1,Perfect
268,22,garlic,garlic,1,Perfect
269,22,peppers,peppers,1,Perfect
270,22,oregano,oregano,1,Perfect
271,22,chilli,chilli,1,Perfect
272,22,orzo,orzo,1,Perfect
273,22,tomato,tomato,1,Perfect
274,22,feta,fat,0,Not perfect
275,22,kalamata olives,kalamata olives,2,Perfect
276,22,dill,dill,1,Perfect
277,22,parsley,parsley,1,Perfect
278,22,lemon,lemon,1,Perfect
279,22,salt,salt,1,Perfect
280,22,pepper,pepper,1,Perfect
281,22,olive oil,olive oil,2,Perfect
282,23,cavolo nero,woodpigeon,0,Not perfect
283,23,garlic,garlic,1,Perfect
284,23,macaroni,macaroni,1,Perfect
285,23,parmesan,parmesan,1,Perfect
286,23,cheddar,cheddar,1,Perfect
287,23,walnuts,walnuts,1,Perfect
288,23,butter,butter,1,Perfect
289,23,flour,flour,1,Perfect
290,23,milk,milk,1,Perfect
291,23,nutmeg,nutmeg,1,Perfect
292,23,salt,salt,1,Perfect
293,23,pepper,pepper,1,Perfect
294,23,olive oil,olive oil,2,Perfect
295,24,mint,mint,1,Perfect
296,24,onion,onion,1,Perfect
297,24,lamb mince,lamb mince,2,Perfect
298,24,harissa,harissa,1,Perfect
299,24,flatbread,flatbread,1,Perfect
300,25,chicken thighs,chicken thighs,2,Perfect
301,25,chilli,chilli,1,Perfect
302,25,garlic,garlic,1,Perfect
303,25,ginger,ginger,1,Perfect
304,25,honey,honey,1,Perfect
305,25,soy sauce,soy sauce,2,Perfect
306,25,coconut milk,coconut milk,2,Perfect
307,25,peanut butter,peanut butter,2,Perfect
308,25,lime,lime,1,Perfect
309,25,sugar,sugar,1,Perfect
310,25,cucumber,cucumber,1,Perfect
311,25,peanuts,peanuts,1,Perfect
312,25,coriander,coriander,1,Perfect
313,25,romaine lettuce,romaine lettuce,2,Perfect
314,25,olive oil,olive oil,2,Perfect
315,26,chicken,chicken,1,Perfect
316,26,chicken tikka,chicken,1,Perfect
317,26,onion,onion,1,Perfect
318,26,garlic,garlic,1,Perfect
319,26,coriander,coriander,1,Perfect
320,26,chilli powder,chilli powder,2,Perfect
321,26,tomato,tomato,1,Perfect
322,26,cashew nuts,cashew nuts,2,Perfect
323,26,fenugreek leaves,fenugreek leaves,2,Perfect
324,26,cardamom,cardamom,1,Perfect
325,26,cinnamon,cinnamon,1,Perfect
326,26,honey,honey,1,Perfect
327,26,double cream,double cream,2,Perfect
328,26,butter,butter,1,Perfect
329,26,vegetable oil,vegetable oil,2,Perfect
330,26,salt,salt,1,Perfect
331,27,onion,onion,1,Perfect
332,27,ginger,ginger,1,Perfect
333,27,garlic,garlic,1,Perfect
334,27,lemongrass,lemongrass,1,Perfect
335,27,finger chili,chili,1,Perfect
336,27,potato,potato,1,Perfect
337,27,cumin,cumin,1,Perfect
338,27,turmeric,turmeric,1,Perfect
339,27,chilli powder,chilli powder,2,Perfect
340,27,coconut milk,coconut milk,2,Perfect
341,27,vegetable stock,vegetable stock,2,Perfect
342,27,chickpeas,chickpeas,1,Perfect
343,27,coriander,coriander,1,Perfect
344,27,salt,salt,1,Perfect
345,27,pepper,pepper,1,Perfect
346,27,vegetable oil,vegetable oil,2,Perfect
347,28,potato,potato,1,Perfect
348,28,leek,leek,1,Perfect
349,28,garlic,garlic,1,Perfect
350,28,double cream,double cream,2,Perfect
351,28,wine,wine,1,Perfect
352,28,parmesan,parmesan,1,Perfect
353,28,parsley,parsley,1,Perfect
354,28,olive oil,olive oil,2,Perfect
355,28,butter,butter,1,Perfect
356,29,king oyster mushroom,king oyster mushroom,3,Perfect
357,29,cornflour,cornflour,1,Perfect
358,29,five spice,five spice,2,Perfect
359,29,cucumber,cucumber,1,Perfect
360,29,spring onion,spring onion,2,Perfect
361,29,hoisin sauce,hoisin sauce,2,Perfect
362,29,chinese pancakes,pancakes,1,Perfect
363,29,salt,salt,1,Perfect
364,29,vegetable oil,vegetable oil,2,Perfect
365,30,carrot,carrot,1,Perfect
366,30,couscous,couscous,1,Perfect
367,30,honey,honey,1,Perfect
368,30,wine vinegar,wine vinegar,2,Perfect
369,30,dates,dates,1,Perfect
370,30,parsley,parsley,1,Perfect
371,30,chilli,chilli,1,Perfect
372,30,cumin,cumin,1,Perfect
373,30,lemon,lemon,1,Perfect
374,30,coriander,coriander,1,Perfect
375,30,yogurt,yogurt,1,Perfect
376,30,salt,salt,1,Perfect
377,30,olive oil,olive oil,2,Perfect
378,31,oyster mushrooms,oyster mushrooms,2,Perfect
379,31,cornflour,cornflour,1,Perfect
380,31,salt,salt,1,Perfect
381,31,five spice,five spice,2,Perfect
382,31,hoisin sauce,hoisin sauce,2,Perfect
383,31,tahini,tahini,1,Perfect
384,31,soy sauce,soy sauce,2,Perfect
385,31,dark soy sauce,dark soy sauce,3,Perfect
386,31,sesame oil,sesame oil,2,Perfect
387,31,noodles,noodles,1,Perfect
388,31,garlic,garlic,1,Perfect
389,31,spring onion,spring onion,2,Perfect
390,31,chilli,chilli,1,Perfect
391,31,ginger,ginger,1,Perfect
392,31,sugar snap peas,sugar-snap pea,1,Not perfect
393,31,vegetable oil,vegetable oil,2,Perfect
394,32,courgette,courgette,1,Perfect
395,32,tomato,tomato,1,Perfect
396,32,onion,onion,1,Perfect
397,32,chilli,chilli,1,Perfect
398,32,garlic,garlic,1,Perfect
399,32,coriander,coriander,1,Perfect
400,32,lime,lime,1,Perfect
401,32,corn,corn,1,Perfect
402,32,flour,flour,1,Perfect
403,32,cumin,cumin,1,Perfect
404,32,paprika,paprika,1,Perfect
405,32,salt,salt,1,Perfect
406,32,olive oil,olive oil,2,Perfect
407,33,garlic,garlic,1,Perfect
408,33,banana shallots,shallots,1,Perfect
409,33,chilli,chilli,1,Perfect
410,33,anchovies,anchovies,1,Perfect
411,33,tomato,tomato,1,Perfect
412,33,sardines,sardines,1,Perfect
413,33,spaghetti,spaghetti,1,Perfect
414,33,lemon,lemon,1,Perfect
415,33,capers,capers,1,Perfect
416,33,dill,dill,1,Perfect
417,33,ricotta,ricotta,1,Perfect
418,33,salt,salt,1,Perfect
419,33,pepper,pepper,1,Perfect
420,33,olive oil,olive oil,2,Perfect
421,34,chestnut mushrooms,chestnut mushrooms,2,Perfect
422,34,milk,milk,1,Perfect
423,34,breadcrumbs,breadcrumbs,1,Perfect
424,34,pork mince,pork mince,2,Perfect
425,34,eggs,eggs,1,Perfect
426,34,parsley,parsley,1,Perfect
427,34,pepper,pepper,1,Perfect
428,34,nutmeg,nutmeg,1,Perfect
429,34,onion,onion,1,Perfect
430,34,celery,celery,1,Perfect
431,34,carrot,carrot,1,Perfect
432,34,lentils,lentils,1,Perfect
433,34,wine vinegar,wine vinegar,2,Perfect
434,34,chicken stock,chicken stock,2,Perfect
435,34,dill,dill,1,Perfect
436,34,wholegrain mustard,wholegrain mustard,2,Perfect
437,34,creme fraiche,cream,0,Not perfect
438,34,blueberry jam,blueberry jam,2,Perfect
439,35,rigatoni,rigatoni,1,Perfect
440,35,chorizo,chorizo,1,Perfect
441,35,garlic,garlic,1,Perfect
442,35,chilli,chilli,1,Perfect
443,35,tomato puree,tomato puree,2,Perfect
444,35,cherry tomatoes,cherry tomatoes,2,Perfect
445,35,mascarpone,mascarpone,1,Perfect
446,35,parmesan,parmesan,1,Perfect
447,35,parsley,parsley,1,Perfect
448,35,basil leaves,basil leaves,2,Perfect
449,35,salt,salt,1,Perfect
450,35,pepper,pepper,1,Perfect
451,35,olive oil,olive oil,2,Perfect
452,36,pine nuts,pine nuts,2,Perfect
453,36,spaghetti,spaghetti,1,Perfect
454,36,artichoke,artichoke,1,Perfect
455,36,garlic,garlic,1,Perfect
456,36,chilli,chilli,1,Perfect
457,36,rosemary,rosemary,1,Perfect
458,36,mint,mint,1,Perfect
459,36,lemon,lemon,1,Perfect
460,36,salt,salt,1,Perfect
461,36,pepper,pepper,1,Perfect
462,36,olive oil,olive oil,2,Perfect
463,37,shallot,shallot,1,Perfect
464,37,garlic,garlic,1,Perfect
465,37,tomato,tomato,1,Perfect
466,37,parmesan,parmesan,1,Perfect
467,37,basil,basil,1,Perfect
468,37,pesto,pesto,1,Perfect
469,37,mayonnaise,mayonnaise,1,Perfect
470,37,chicken breast,chicken breast,2,Perfect
471,37,flour,flour,1,Perfect
472,37,eggs,eggs,1,Perfect
473,37,panko breadcrumbs,panko breadcrumbs,2,Perfect
474,37,mozzarella,mozzarella,1,Perfect
475,37,brioche buns,brioche buns,2,Perfect
476,37,lemon wedge,lemon wedge,2,Perfect
477,37,salt,salt,1,Perfect
478,37,pepper,pepper,1,Perfect
479,37,olive oil,olive oil,2,Perfect
480,38,bucatini,bucatini,1,Perfect
481,38,pancetta,pancetta,1,Perfect
482,38,mozzarella,mozzarella,1,Perfect
483,38,eggs,eggs,1,Perfect
484,38,parmesan,parmesan,1,Perfect
485,38,salt,salt,1,Perfect
486,38,pepper,pepper,1,Perfect
487,38,olive oil,olive oil,2,Perfect
488,39,potato,potato,1,Perfect
489,39,flour,flour,1,Perfect
490,39,garlic,garlic,1,Perfect
491,39,tomato,tomato,1,Perfect
492,39,harissa paste,harissa paste,2,Perfect
493,39,miso paste,miso paste,2,Perfect
494,39,lemon,lemon,1,Perfect
495,39,tofu,tofu,1,Perfect
496,39,basil,basil,1,Perfect
497,39,salt,salt,1,Perfect
498,39,pepper,pepper,1,Perfect
499,39,olive oil,olive oil,2,Perfect
500,40,sourdough,sourdough,1,Perfect
501,40,yogurt,yogurt,1,Perfect
502,40,eggs,eggs,1,Perfect
503,40,zaatar,za'atar,0,Not perfect
504,40,chilli,chilli,1,Perfect
505,40,mint,mint,1,Perfect
506,40,salt,salt,1,Perfect
507,40,olive oil,olive oil,2,Perfect
508,41,ricotta,ricotta,1,Perfect
509,41,chilli,chilli,1,Perfect
510,41,oregano,oregano,1,Perfect
511,41,breadcrumbs,breadcrumbs,1,Perfect
512,41,eggs,eggs,1,Perfect
513,41,flour,flour,1,Perfect
514,41,pitted olives,pitted olives,2,Perfect
515,41,vegetable oil,vegetable oil,2,Perfect
516,41,salt,salt,1,Perfect
517,41,olive oil,olive oil,2,Perfect
518,42,parsley,parsley,1,Perfect
519,42,garlic,garlic,1,Perfect
520,42,chestnut mushrooms,chestnut mushrooms,2,Perfect
521,42,sourdough bread,sourdough bread,2,Perfect
522,42,bacon,bacon,1,Perfect
523,42,sausages,sausages,1,Perfect
524,42,cherry tomatoes,cherry tomatoes,2,Perfect
525,42,eggs,eggs,1,Perfect
526,42,salt,salt,1,Perfect
527,42,olive oil,olive oil,2,Perfect
528,43,spring onion,spring onion,2,Perfect
529,43,chilli,chilli,1,Perfect
530,43,ginger,ginger,1,Perfect
531,43,garlic,garlic,1,Perfect
532,43,pork belly,pork belly,2,Perfect
533,43,sugar,sugar,1,Perfect
534,43,star anise,star anise,2,Perfect
535,43,soy sauce,soy sauce,2,Perfect
536,43,shaoxing wine,shaoxing wine,2,Perfect
537,43,guinness paste,zest,0,Not perfect
538,43,cabbage,cabbage,1,Perfect
539,43,cucumber,cucumber,1,Perfect
540,43,coriander,coriander,1,Perfect
541,43,bao buns,buns,1,Perfect
542,44,chilli oil,chilli oil,2,Perfect
543,44,tahini,tahini,1,Perfect
544,44,pak choi,zucchini,0,Not perfect
545,44,noodles,noodles,1,Perfect
546,44,sesame seeds,sesame seeds,2,Perfect
547,45,carrot,carrot,1,Perfect
548,45,cinnamon,cinnamon,1,Perfect
549,45,lemon,lemon,1,Perfect
550,45,yogurt,yogurt,1,Perfect
551,45,feta,fat,0,Not perfect
552,45,chickpeas,chickpeas,1,Perfect
553,45,honey,honey,1,Perfect
554,45,harissa paste,harissa paste,2,Perfect
555,45,salt,salt,1,Perfect
556,45,pepper,pepper,1,Perfect
557,45,olive oil,olive oil,2,Perfect
558,46,sourdough,sourdough,1,Perfect
559,46,onion,onion,1,Perfect
560,46,fennel,fennel,1,Perfect
561,46,butter beans,butter beans,2,Perfect
562,46,orange,orange,1,Perfect
563,46,basil,basil,1,Perfect
564,46,parsley,parsley,1,Perfect
565,46,chilli,chilli,1,Perfect
566,46,lemon,lemon,1,Perfect
567,46,olive oil,olive oil,2,Perfect
568,46,salt,salt,1,Perfect
569,47,basmati rice,basmati rice,2,Perfect
570,47,paneer,pear,0,Not perfect
571,47,onion,onion,1,Perfect
572,47,garlic,garlic,1,Perfect
573,47,ginger,ginger,1,Perfect
574,47,chillies,chillies,1,Perfect
575,47,cumin seeds,seeds,1,Perfect
576,47,mustard seeds,mustard seeds,2,Perfect
577,47,fenugreek seeds,fenugreek seeds,2,Perfect
578,47,tomato,tomato,1,Perfect
579,47,turmeric,turmeric,1,Perfect
580,47,chilli powder,chilli powder,2,Perfect
581,47,garam masala,garam masala,2,Perfect
582,47,chickpeas,chickpeas,1,Perfect
583,47,double cream,double cream,2,Perfect
584,47,coriander,coriander,1,Perfect
585,47,vegetable oil,vegetable oil,2,Perfect
586,48,banana,banana,1,Perfect
587,48,eggs,eggs,1,Perfect
588,48,self raising flour,semolina flour,1,Not perfect
589,48,pancake topping,pancake,1,Perfect
590,49,chicken carcass,chicken carcass,2,Perfect
591,49,onion,onion,1,Perfect
592,49,garlic,garlic,1,Perfect
593,49,mixed vegetables,mixed vegetables,2,Perfect
594,50,chicken thighs,chicken thighs,2,Perfect
595,50,sriracha,sriracha,1,Perfect
596,50,honey,honey,1,Perfect
597,50,soy sauce,soy sauce,2,Perfect
598,50,spring onion,spring onion,2,Perfect
599,50,garlic,garlic,1,Perfect
600,50,sesame seeds,sesame seeds,2,Perfect
601,50,rice,rice,1,Perfect
602,51,potato,potato,1,Perfect
603,51,nduja,doubanjiang,0,Not perfect
604,51,rosemary,rosemary,1,Perfect
605,51,lemon,lemon,1,Perfect
606,51,olive oil,olive oil,2,Perfect
607,51,salt,salt,1,Perfect
608,52,tofu,tofu,1,Perfect
609,52,soy sauce,soy sauce,2,Perfect
610,52,corn flour,corn flour,2,Perfect
611,52,vegetable oil,vegetable oil,2,Perfect
612,52,sauce,sauce,1,Perfect
613,53,garlic,garlic,1,Perfect
614,53,chillies,chillies,1,Perfect
615,53,savoy cabbage,savoy cabbage,2,Perfect
616,53,mint,mint,1,Perfect
617,53,fish sauce,fish sauce,2,Perfect
618,53,soy sauce,soy sauce,2,Perfect
619,53,oyster sauce,oyster sauce,2,Perfect
620,53,sugar,sugar,1,Perfect
621,53,sausages,sausages,1,Perfect
622,53,eggs,eggs,1,Perfect
623,53,rice,rice,1,Perfect
624,54,butternut squash,butternut squash,2,Perfect
625,54,yogurt,yogurt,1,Perfect
626,54,goat cheese,goat cheese,2,Perfect
627,54,lemon,lemon,1,Perfect
628,54,chilli,chilli,1,Perfect
629,54,garlic,garlic,1,Perfect
630,54,coriander,coriander,1,Perfect
631,54,cardamom,cardamom,1,Perfect
632,54,cumin,cumin,1,Perfect
633,54,chili,chili,1,Perfect
634,54,hazelnuts,hazelnuts,1,Perfect
635,55,chicken legs,chicken legs,2,Perfect
636,55,sourdough,sourdough,1,Perfect
637,55,tomato,tomato,1,Perfect
638,55,nduja,doubanjiang,0,Not perfect
639,55,basil,basil,1,Perfect
640,55,chicken stock,chicken stock,2,Perfect
641,55,creme fraiche,cream,0,Not perfect
642,55,salt,salt,1,Perfect
643,55,pepper,pepper,1,Perfect
644,55,olive oil,olive oil,2,Perfect
645,56,eggs,eggs,1,Perfect
646,56,flour,flour,1,Perfect
647,56,milk,milk,1,Perfect
648,56,salt,salt,1,Perfect
649,57,flour,flour,1,Perfect
650,57,sugar,sugar,1,Perfect
651,57,powder,pernod,0,Not perfect
652,57,bicarbonate of soda,soda bread,1,Not perfect
653,57,salt,salt,1,Perfect
654,57,sour cream,sour cream,2,Perfect
655,57,butter,butter,1,Perfect
656,57,eggs,eggs,1,Perfect
657,57,milk,milk,1,Perfect
658,58,eggs,eggs,1,Perfect
659,58,parmesan,parmesan,1,Perfect
660,58,cream cheese,cream cheese,2,Perfect
661,58,butter,butter,1,Perfect
662,58,bagel,bagel,1,Perfect
663,58,streaky bacon,streaky bacon,2,Perfect
664,58,parsley,parsley,1,Perfect
665,59,sausages,sausages,1,Perfect
666,59,onion,onion,1,Perfect
667,59,wine,wine,1,Perfect
668,59,butter,butter,1,Perfect
669,59,tomato puree,tomato puree,2,Perfect
670,59,garlic,garlic,1,Perfect
671,59,chicken stock,chicken stock,2,Perfect
672,59,parsley,parsley,1,Perfect
673,59,parmesan,parmesan,1,Perfect
674,59,tagliatelle,tagliatelle,1,Perfect
675,59,olive oil,olive oil,2,Perfect
676,59,salt,salt,1,Perfect
677,60,paneer,pear,0,Not perfect
678,60,sesame seeds,sesame seeds,2,Perfect
